ranking,score_final,roic_score,growth_2006_score,growth_2017_score,ev_ebit_score,symbol,companyName,exchange,sector,industry,current_price,fair_value_min,fair_value_max,trading_currency,reported_currency,ey_overall_min,ey_overall_max,ey_q1_min,ey_q1_max,ey_q2_min,ey_q2_max,ey_q3_min,ey_q3_max,ey_q4_min,ey_q4_max,ey_q5_min,ey_q5_max,fair_value_min_unconverted,fair_value_max_unconverted,marketCapTTM,enterpriseValueTTM,returnOnEquityTTM,returnOnInvestedCapitalTTM,returnOnInvestedCapitalTTM_win,returnOnInvestedCapitalTTM_original,ev_ebit,ev_ebit_win,ev_ebit_original,revenue_per_share_cagr_2006_ltm,revenue_per_share_cagr_2006_ltm_win,revenue_per_share_cagr_2006_ltm_original,revenue_per_share_cagr_2017_ltm,revenue_per_share_cagr_2017_ltm_win,revenue_per_share_cagr_2017_ltm_original,operating_income_per_share_cagr_2006_ltm,operating_income_per_share_cagr_2017_ltm,revenue_per_share_2006,revenue_per_share_2017,revenue_per_share_ltm,operating_income_per_share_2006,operating_income_per_share_2017,operating_income_per_share_ltm,revenue_2006,operatingIncome_2006,shares_2006,revenue_2017,operatingIncome_2017,shares_2017,revenue_ltm,operatingIncome_ltm,shares_ltm,netIncome_ltm,incomeTaxExpense_ltm,interestExpense_ltm,ebit_ltm
829,0.51078,0.02179,0.56527,0.57706,0.93668,FMBH,"First Mid Bancshares, Inc.",NASDAQ,Financial Services,Banks - Regional,31.53000,23.99293,34.38395,USD,USD,0.02163,0.13754,,,,,,,,,,,23.99293,34.38395,756161919.00000,999982919.00000,0.09516,0.00881,0.00881,0.00881,4.29091,4.29091,4.29091,0.04837,0.04837,0.04837,0.06820,0.06820,0.06820,-0.02636,-0.01990,6.80437,9.84778,16.69450,6.11646,4.32417,3.68175,44224000.00000,39753000.00000,6499351.00000,123409000.00000,54189000.00000,12531659.00000,397643000,87695000,23818806.00000,78898000,25498000.00000,128651000.00000,233047000.00000
831,0.51061,0.17061,0.46026,0.45015,0.90834,GENC,"Gencor Industries, Inc.",AMEX,Industrials,Agricultural - Machinery,11.65000,1.00234,12.71408,USD,USD,0.00426,1.09744,,,,,,,,,,,1.00234,12.71408,170762205.00000,142402205.00000,0.06865,0.04904,0.04904,0.04904,5.27201,5.27201,5.27201,0.02858,0.02858,0.02858,0.04091,0.04091,0.04091,0.13607,0.04778,4.51743,5.59933,7.71701,0.09148,0.71103,1.03288,67107000.00000,1359000.00000,14855128.00000,80608000.00000,10236000.00000,14396000.00000,113116000,15140000,14658000.00000,16211000,4421000.00000,6379000.00000,27011000.00000
833,0.51006,0.22266,0.73395,0.50400,0.74145,CONCHATORO.SN,Viña Concha y Toro S.A.,SGO,Consumer Defensive,Beverages - Wineries & Distilleries,1160.00000,784.12793,1643.20566,CLP,CLP,0.00007,0.13363,,,,,,,,,,,784.12793,1643.20566,857251600000.00000,1282982894000.00000,0.09701,0.06311,0.06311,0.06311,11.04923,11.04923,11.04923,0.08016,0.08016,0.08016,0.05249,0.05249,0.05249,0.08562,0.08649,299.81911,861.81999,1297.65541,33.78661,82.88053,160.93202,215879657933.00000,24327475894.00000,720033020.00000,643784687000.00000,61912248000.00000,747005982.00000,958629954000,118886918000,738740000.00000,77420064000,26916059000.00000,11778986000.00000,116115109000.00000
835,0.50966,0.17642,0.82733,0.58575,0.70159,PARAUCO.SN,Parque Arauco S.A.,SGO,Real Estate,Real Estate - Development,1940.00000,469.19972,2196.75638,CLP,CLP,0.02911,0.28372,,,,,,,,,,,469.19972,2196.75638,1757089040000.00000,3037007341000.00000,0.08692,0.05061,0.05061,0.05061,12.42894,12.42894,12.42894,0.09776,0.09776,0.09776,0.07007,0.07007,0.07007,0.11458,0.09431,59.46584,203.50789,349.84712,38.11197,145.56622,299.34345,36634305000.00000,23479118000.00000,616056326.00000,182215067000.00000,130335775000.00000,895371000.00000,316862137000,271120153000,905716000.00000,120571308000,59038732000.00000,64739576000.00000,244349616000.00000
836,0.50964,0.35590,0.43909,0.35575,0.79478,SLB,Schlumberger Limited,NYSE,Energy,Oil & Gas Equipment & Services,34.78000,34.57710,56.18576,USD,USD,0.00643,0.09110,,,,,,,,,,,34.57710,56.18576,47295930800.00000,55825930800.00000,0.21130,0.09913,0.09913,0.09913,9.20309,9.20309,9.20309,0.02459,0.02459,0.02459,0.02061,0.02061,0.02061,-0.01275,0.06722,16.27380,21.93084,25.81792,4.14355,1.92939,3.24680,19230478000.00000,4896358000.00000,1181683000.00000,30440000000.00000,2678000000.00000,1388000000.00000,36300000000,4565000000,1406000000.00000,4461000000,1093000000.00000,512000000.00000,6066000000.00000
837,0.50943,0.17505,1.00000,0.47521,0.73635,ISBC,"Investors Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,13.87000,8.88953,28.52200,USD,USD,0.00287,0.14961,,,,,,,,,,,8.88953,28.52200,3455835385.00000,6466444385.00000,0.11095,0.05024,0.05024,0.05024,11.22576,11.22576,11.22576,0.13573,0.13030,0.13573,0.04630,0.04630,0.04630,0.20502,0.01107,0.31544,2.46538,3.54113,0.05250,1.66272,1.81580,89134000.00000,14836000.00000,282573086.00000,715413000.00000,482496000.00000,290183952.00000,835478000,428413000,235935642.00000,313333000,115080000.00000,147623000.00000,576036000.00000
840,0.50835,0.20572,0.60511,0.35607,0.89601,STRT,Strattec Security Corporation,NASDAQ,Consumer Cyclical,Auto - Parts,36.04000,9.53512,44.46977,USD,USD,0.00169,0.42370,,,,,,,,,,,9.53512,44.46977,150366809.00000,120741809.00000,0.08054,0.05853,0.05853,0.05853,5.69859,5.69859,5.69859,0.05588,0.05588,0.05588,0.02068,0.02068,0.02068,0.01388,0.02549,48.76130,116.31132,137.00099,3.59446,3.81884,4.67088,181197000.00000,13357000.00000,3716000.00000,417325000.00000,13702000.00000,3588000.00000,552799000,18847000,4035000.00000,16148000,4027000.00000,1013000.00000,21188000.00000
849,0.50709,0.16403,0.69940,0.45643,0.83521,PVH,PVH Corp.,NYSE,Consumer Cyclical,Apparel - Manufacturers,67.72000,44.96735,108.78812,USD,USD,0.01340,0.23639,,,,,,,,,,,44.96735,108.78812,3564570868.00000,6207670868.00000,0.11577,0.04726,0.04726,0.04726,7.80348,7.80348,7.80348,0.07365,0.07365,0.07365,0.04226,0.04226,0.04226,0.03782,0.01481,40.11990,111.15711,154.79249,4.47636,8.05736,9.06261,2090648000.00000,233263000.00000,52110000.00000,8914800000.00000,646200000.00000,80200000.00000,8652900000,506600000,55900000.00000,598500000,107200000.00000,89800000.00000,795500000.00000
850,0.50700,0.05538,0.41553,0.52167,0.97262,WABC,Westamerica Bancorporation,NASDAQ,Financial Services,Banks - Regional,45.39000,32.37610,81.51644,USD,USD,0.00011,0.16061,,,,,,,,,,,32.37610,81.51644,1212607467.00000,629098467.00000,0.16280,0.01789,0.01789,0.01789,3.04681,3.04681,3.04681,0.02015,0.02015,0.02015,0.05629,0.05629,0.05629,-0.00746,0.03357,7.58265,7.14842,11.07824,6.40001,4.26294,5.55163,236594000.00000,199693000.00000,31202000.00000,187939000.00000,112077000.00000,26291000.00000,295778000,148223000,26699000.00000,138636000,50423000.00000,17419000.00000,206478000.00000
851,0.50678,0.03311,0.39032,0.55506,0.97665,UBFO,United Security Bancshares,NASDAQ,Financial Services,Banks - Regional,7.96000,3.29964,9.59539,USD,USD,0.01531,0.26063,,,,,,,,,,,3.29964,9.59539,139108164.00000,94469164.00000,0.11487,0.01187,0.01187,0.01187,2.90710,2.90710,2.90710,0.01540,0.01540,0.01540,0.06347,0.06347,0.06347,-0.03391,0.01367,2.62668,2.14645,3.51161,2.21337,1.03100,1.14926,42212000.00000,35570000.00000,16070487.00000,36244000.00000,17409000.00000,16885587.00000,60408000,19770000,17202388.00000,14782000,5537000.00000,12177000.00000,32496000.00000
855,0.50606,0.14390,0.41229,0.53255,0.87419,FNCB,"FNCB Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,6.75000,0.51919,7.01051,USD,USD,0.01474,1.34824,,,,,,,,,,,0.51919,7.01051,133620975.00000,295335975.00000,0.10775,0.04182,0.04182,0.04182,6.45402,6.45402,6.45402,0.01954,0.01954,0.01954,0.05863,0.05863,0.05863,-0.06455,-0.09195,2.63014,2.40825,3.79882,3.30320,2.01101,0.92961,40379000.00000,50712000.00000,15352406.00000,40273000.00000,33630000.00000,16722966.00000,75191000,18400000,19793235.00000,13852000,2712000.00000,29196000.00000,45760000.00000
858,0.50527,0.15840,0.64263,0.45545,0.85142,ANTARCHILE.SN,AntarChile S.A.,SGO,Industrials,Conglomerates,7529.80000,1329.29429,9291.67894,CLP,USD,0.00697,0.68526,,,,,,,,,,,1.35714,9.48634,3508309911.30042,11541705911.30042,0.08299,0.04574,0.04574,0.04574,7.24215,7.24215,7.24215,0.06295,0.06295,0.06295,0.04205,0.04205,0.04205,0.01334,0.03426,19.43967,44.59764,62.00204,2.68497,2.63767,3.45341,8871810468.00000,1225357236.00000,456376483.00000,20353315000.00000,1203770000.00000,456376483.00000,28260358000,1574054000,455797250.00000,657585000,375502000.00000,560599000.00000,1593686000.00000
859,0.50496,0.16144,0.67171,0.47108,0.82820,COPEC.SN,Empresas Copec S.A.,SGO,Industrials,Conglomerates,6411.00000,3155.11839,14224.04916,CLP,USD,0.00150,0.27319,,,,,,,,,,,3.22122,14.52204,8507671788.28200,16392852788.28200,0.08740,0.04656,0.04656,0.04656,8.04603,8.04603,8.04603,0.06843,0.06843,0.06843,0.04541,0.04541,0.04541,0.01787,0.03748,6.35166,15.65816,22.33721,0.89300,0.93149,1.25032,8256228343.00000,1160763738.00000,1299853848.00000,20353315000.00000,1210807000.00000,1299853848.00000,28260358000,1581867000,1265169606.00000,1111159000,375471000.00000,550755000.00000,2037385000.00000
860,0.50449,0.15752,0.64337,0.56915,0.76676,ADM,Archer-Daniels-Midland Company,NYSE,Consumer Defensive,Agricultural Farm Products,43.32000,12.29589,43.92308,USD,USD,0.00179,0.29766,,,,,,,,,,,12.29589,43.92308,20800357920.00000,30346357920.00000,0.08044,0.04550,0.04550,0.04550,10.17310,10.17310,10.17310,0.06309,0.06309,0.06309,0.06650,0.06650,0.06650,0.03406,0.08450,55.95736,106.90334,178.93305,2.29384,2.26538,4.33473,36596111000.00000,1500171000.00000,654000000.00000,60828000000.00000,1289000000.00000,569000000.00000,85530000000,2072000000,478000000.00000,1800000000,477000000.00000,706000000.00000,2983000000.00000
862,0.50390,0.00552,0.54229,0.51902,0.98088,BCBP,"BCB Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,9.36000,1.73053,10.15852,USD,USD,0.02152,0.56630,,,,,,,,,,,1.73053,10.15852,160641936.00000,354085936.00000,0.05762,0.00441,0.00441,0.00441,2.76073,2.76073,2.76073,0.04404,0.04404,0.04404,0.05572,0.05572,0.05572,-0.01201,-0.01921,3.80500,5.59276,8.63003,1.75564,1.62969,1.39541,19044000.00000,8787000.00000,5005000.00000,69367000.00000,20213000.00000,12403000.00000,146909000,23754000,17023000.00000,18623000,7647000.00000,101988000.00000,128258000.00000
863,0.50356,0.28913,0.42534,0.49182,0.74769,OXM,"Oxford Industries, Inc.",NYSE,Consumer Cyclical,Apparel - Manufacturers,57.17000,10.98427,76.21368,USD,USD,0.00310,0.54077,,,,,,,,,,,10.98427,76.21368,849837767.00000,1289549767.00000,0.15184,0.08108,0.08108,0.08108,10.83328,10.83328,10.83328,0.02200,0.02200,0.02200,0.04987,0.04987,0.04987,0.01193,0.04059,63.87750,65.43440,96.58033,5.68591,5.18072,7.12240,1128907000.00000,100487000.00000,17673000.00000,1086211000.00000,86000000.00000,16600000.00000,1516601000,111843000,15703000.00000,92973000,23595000.00000,2468000.00000,119036000.00000
864,0.50348,0.21101,0.42306,0.52679,0.80067,STM,STMicroelectronics N.V.,NYSE,Technology,Semiconductors,18.49000,8.45504,26.98800,USD,USD,0.00137,0.20461,,,,,,,,,,,8.45504,26.98800,16537492684.00000,17422492684.00000,0.09018,0.05996,0.05996,0.05996,8.99922,8.99922,8.99922,0.02157,0.02157,0.02157,0.05739,0.05739,0.05739,0.05168,0.04683,9.82880,9.43475,14.74444,0.67527,1.21961,1.75889,9854000000.00000,677000000.00000,1002564103.00000,8347000000.00000,1079000000.00000,884707764.00000,13270000000,1583000000,900000000.00000,1558000000,312000000.00000,66000000.00000,1936000000.00000
868,0.50266,0.01432,0.43107,0.61691,0.92694,CZNC,Citizens & Northern Corporation,NASDAQ,Financial Services,Banks - Regional,19.08000,10.57977,21.05576,USD,USD,0.02097,0.15974,,,,,,,,,,,10.57977,21.05576,295093188.00000,374100188.00000,0.09637,0.00679,0.00679,0.00679,4.62801,4.62801,4.62801,0.02308,0.02308,0.02308,0.07677,0.07677,0.07677,0.10008,0.38498,5.51819,4.71069,8.51261,0.23260,0.10523,1.42463,47044000.00000,1983000.00000,8525254.00000,57074000.00000,1275000.00000,12115840.00000,129963000,21750000,15267120.00000,25958000,5913000.00000,48963000.00000,80834000.00000
873,0.50188,0.01273,0.58867,0.58547,0.90658,FMNB,Farmers National Banc Corp.,NASDAQ,Financial Services,Banks - Regional,12.09000,5.30911,13.55083,USD,USD,0.02030,0.23356,,,,,,,,,,,5.30911,13.55083,454760514.00000,825484514.00000,0.11211,0.00636,0.00636,0.00636,5.33286,5.33286,5.33286,0.05278,0.05278,0.05278,0.07001,0.07001,0.07001,-0.03584,-0.03073,2.21319,3.42235,5.88089,2.24216,1.43867,1.12082,29033000.00000,29413000.00000,13118182.00000,94347000.00000,39661000.00000,27567909.00000,218232000,41592000,37108696.00000,45949000,9479000.00000,99364000.00000,154792000.00000
875,0.50144,0.01850,0.42773,0.64221,0.90152,ONB,Old National Bancorp,NASDAQ,Financial Services,Banks - Regional,17.97000,11.01296,20.86962,USD,USD,0.02033,0.15346,,,,,,,,,,,11.01296,20.86962,5731980750.00000,9646189750.00000,0.08847,0.00792,0.00792,0.00792,5.50800,5.50800,5.50800,0.02245,0.02245,0.02245,0.08221,0.08221,0.08221,0.01941,-0.00549,5.49710,4.45472,8.38111,1.20000,1.80680,1.72893,363601000.00000,79373000.00000,66144167.00000,613954000.00000,249015000.00000,137821000.00000,2593944000,535102000,309499000.00000,539188000,141250000.00000,1070868000.00000,1751306000.00000
886,0.50050,0.22329,0.53391,0.57761,0.71241,MLM,"Martin Marietta Materials, Inc.",NYSE,Basic Materials,Construction Materials,470.70000,289.88909,600.98373,USD,USD,0.00202,0.11190,,,,,,,,,,,289.88909,600.98373,28700508870.00000,33318508870.00000,0.21971,0.06328,0.06328,0.06328,12.05445,12.05445,12.05445,0.04246,0.04246,0.04246,0.06832,0.06832,0.06832,0.05498,0.09845,48.54247,63.04610,106.97218,8.53598,11.13514,23.60065,2206401000.00000,387986000.00000,45453000.00000,3965600000.00000,700400000.00000,62900000.00000,6536000000,1442000000,61100000.00000,1996000000,600000000.00000,168000000.00000,2764000000.00000
887,0.50049,0.01761,0.56611,0.57901,0.90833,INDB,Independent Bank Corp.,NASDAQ,Financial Services,Banks - Regional,55.39000,35.43090,63.11888,USD,USD,0.00207,0.12757,,,,,,,,,,,35.43090,63.11888,2355859223.00000,2837343223.00000,0.06526,0.00768,0.00768,0.00768,5.27239,5.27239,5.27239,0.04853,0.04853,0.04853,0.06862,0.06862,0.06862,-0.02678,-0.02692,8.65566,12.52428,21.29833,7.54099,5.60119,4.50264,129299000.00000,112648000.00000,14938095.00000,341838000.00000,152879000.00000,27294028.00000,905060000,191337000,42494409.00000,192081000,55046000.00000,291024000.00000,538151000.00000
888,0.50007,0.01084,0.34358,0.63318,0.93439,MS-PQ,Morgan Stanley,NYSE,Financial Services,Financial - Capital Markets,25.32000,23.28235,70.64654,USD,USD,0.00407,0.34490,,,,,,,,,,,23.28235,70.64654,40560825822.00000,275238825822.00000,0.13125,0.00585,0.00585,0.00585,4.37019,4.37019,4.37019,0.00659,0.00659,0.00659,0.08027,0.08027,0.08027,-0.03849,0.02977,32.96992,20.14157,37.35445,12.44538,4.66854,5.90339,33308000000.00000,12573000000.00000,1010254255.00000,35852000000.00000,8310000000.00000,1780000000.00000,59543000000,9410000000,1594000000.00000,13390000000,4067000000.00000,45524000000.00000,62981000000.00000
890,0.49941,0.02520,0.48461,0.49986,0.97728,HWC,Hancock Whitney Corporation,NASDAQ,Financial Services,Banks - Regional,46.05000,27.72608,66.00003,USD,USD,0.00520,0.19188,,,,,,,,,,,27.72608,66.00003,3966185190.00000,3419345190.00000,0.11466,0.00973,0.00973,0.00973,2.88542,2.88542,2.88542,0.03317,0.03317,0.03317,0.05160,0.05160,0.05160,-0.02583,-0.00575,10.09390,12.54525,18.76259,8.24634,5.25232,5.01565,328300000.00000,268209000.00000,32524601.00000,1062520000.00000,444845000.00000,84695000.00000,1620075000,433081000,86346000.00000,460815000,113158000.00000,611070000.00000,1185043000.00000
891,0.49941,0.02520,0.48461,0.49986,0.97728,HWCPZ,Hancock Whitney Corporation - 6,NASDAQ,Financial Services,Banks - Regional,24.25000,27.72608,66.00003,USD,USD,0.00520,0.19188,,,,,,,,,,,27.72608,66.00003,3966185190.00000,3419345190.00000,0.11466,0.00973,0.00973,0.00973,2.88542,2.88542,2.88542,0.03317,0.03317,0.03317,0.05160,0.05160,0.05160,-0.02583,-0.00575,10.09390,12.54525,18.76259,8.24634,5.25232,5.01565,328300000.00000,268209000.00000,32524601.00000,1062520000.00000,444845000.00000,84695000.00000,1620075000,433081000,86346000.00000,460815000,113158000.00000,611070000.00000,1185043000.00000
894,0.49846,0.00411,0.37690,0.53358,1.00000,SHBI,"Shore Bancshares, Inc.",NASDAQ,Financial Services,Banks - Regional,12.05000,5.09638,17.83031,USD,USD,0.01020,0.26097,,,,,,,,,,,5.09638,17.83031,401894010.00000,77604010.00000,0.08311,0.00403,0.00403,0.00403,0.50068,2.09891,0.50068,0.01287,0.01287,0.01287,0.05885,0.05885,0.05885,-0.07955,-0.07261,6.18359,4.98959,7.88361,4.87447,1.84450,1.00918,51736032.00000,40783067.00000,8366667.00000,63278000.00000,23392000.00000,12682000.00000,262666000,33623999,33317999.00000,43889000,14815000.00000,96292000.00000,154996000.00000
896,0.49759,0.21652,0.53385,0.56785,0.71759,KWR,Quaker Chemical Corporation,NYSE,Basic Materials,Chemicals - Specialty,105.90000,39.85879,106.27048,USD,USD,0.00009,0.16333,,,,,,,,,,,39.85879,106.27048,1871348310.00000,2409664310.00000,0.08353,0.06145,0.06145,0.06145,11.87506,11.87506,11.87506,0.04245,0.04245,0.04245,0.06622,0.06622,0.06622,0.08861,0.11190,47.08569,62.10450,103.73085,2.21209,4.75158,11.10127,460451000.00000,21632000.00000,9779000.00000,820082000.00000,62744000.00000,13204872.00000,1839686000,196883000,17735186.00000,116644000,45272000.00000,41002000.00000,202918000.00000
899,0.49696,0.00537,0.47724,0.59454,0.92265,CMA,Comerica Incorporated,NYSE,Financial Services,Banks - Regional,51.62000,22.60286,57.94065,USD,USD,0.01311,0.22785,,,,,,,,,,,22.60286,57.94065,6772853668.00000,12595853668.00000,0.10689,0.00437,0.00437,0.00437,4.77658,4.77658,4.77658,0.03178,0.03178,0.03178,0.07196,0.07196,0.07196,-0.15486,-0.26214,17.51875,18.20690,31.74436,16.73125,7.78736,0.68421,2803000000.00000,2677000000.00000,160000000.00000,3168000000.00000,1355000000.00000,174000000.00000,4222000000,91000000,133000000.00000,698000000,190000000.00000,1749000000.00000,2637000000.00000
902,0.49670,0.02165,0.43606,0.63393,0.88794,CCBG,"Capital City Bank Group, Inc.",NASDAQ,Financial Services,Banks - Regional,33.85000,23.64135,50.17511,USD,USD,0.00003,0.13197,,,,,,,,,,,23.64135,50.17511,577288055.00000,562490055.00000,0.11134,0.00877,0.00877,0.00877,5.97802,5.97802,5.97802,0.02402,0.02402,0.02402,0.08043,0.08043,0.08043,-0.03194,0.07510,9.40075,7.94762,14.75742,5.27000,1.59356,2.84412,174713000.00000,97943000.00000,18585000.00000,134728000.00000,27014000.00000,16952000.00000,250035000,48188000,16943000.00000,52915000,13924000.00000,27254000.00000,94093000.00000
903,0.49663,0.13606,0.46790,0.74805,0.68143,CVLG,"Covenant Logistics Group, Inc.",NASDAQ,Industrials,Trucking,19.86000,3.46873,24.66984,USD,USD,0.00332,0.71208,,,,,,,,,,,3.46873,24.66984,527290964.00000,788560964.00000,0.08469,0.03970,0.03970,0.03970,13.12671,13.12671,13.12671,0.03002,0.03002,0.03002,0.10497,0.10497,0.10497,0.08951,0.10833,24.42941,19.28462,42.85569,0.34399,0.77015,1.75362,683828000.00000,9629000.00000,27992000.00000,705007000.00000,28155000.00000,36558000.00000,1131476000,46299000,26402000.00000,35920000,10577000.00000,13576000.00000,60073000.00000
908,0.49636,0.01406,0.42688,0.50772,0.98912,CZWI,"Citizens Community Bancorp, Inc.",NASDAQ,Financial Services,Banks - Regional,13.37000,7.33452,19.36957,USD,USD,0.00660,0.17997,,,,,,,,,,,7.33452,19.36957,133560150.00000,149994150.00000,0.07768,0.00672,0.00672,0.00672,2.47552,2.47552,2.47552,0.02229,0.02229,0.02229,0.05329,0.05329,0.05329,-0.05280,-0.02382,5.01075,5.02838,7.61757,4.10031,1.77393,1.46274,9747000.00000,7976000.00000,1945218.00000,26736000.00000,9432000.00000,5317021.00000,77684000,14916999,10198000.00000,13751000,3699000.00000,43141000.00000,60591000.00000
914,0.49532,0.34159,0.00000,0.42406,0.83482,GOGL,Golden Ocean Group Limited,NASDAQ,Industrials,Marine Shipping,6.48000,2.07482,9.35654,USD,USD,0.00142,0.53980,,,,,,,,,,,2.07482,9.35654,1292131440.00000,2542871440.00000,0.11618,0.09526,0.09526,0.09526,7.81691,7.81691,7.81691,-0.08881,-0.05816,-0.08881,0.03530,0.03530,0.03530,-0.10803,0.18627,28.43113,3.67962,4.85658,13.78558,0.40054,1.57072,105728000.00000,51265000.00000,3718741.00000,460023000.00000,50075000.00000,125019000.00000,968420000,313208000,199403894.00000,223214000,548000.00000,101542000.00000,325304000.00000
915,0.49503,0.01787,0.34108,0.51386,1.00000,FUSB,"First US Bancshares, Inc.",NASDAQ,Financial Services,Banks - Regional,13.38800,7.42657,16.64361,USD,USD,0.01475,0.18717,,,,,,,,,,,7.42657,16.64361,77011257.00000,50667257.00000,0.08526,0.00775,0.00775,0.00775,1.54168,2.09891,1.54168,0.00612,0.00612,0.00612,0.05461,0.05461,0.05461,-0.02836,0.20144,7.67180,5.63066,8.61545,3.35151,0.44691,1.94014,48848100.00000,21339822.00000,6367232.00000,33060000.00000,2624000.00000,5871428.00000,50308000,11329000,5839279.00000,8170000,2584000.00000,22111000.00000,32865000.00000
916,0.49416,0.13995,0.33222,0.43513,0.93519,PTRS,Partners Bancorp,NASDAQ,Financial Services,Banks - Regional,7.15000,5.78880,10.09172,USD,USD,0.02430,0.15375,,,,,,,,,,,5.78880,10.09172,128597040.00000,149371618.00000,0.05809,0.04075,0.04075,0.04075,4.34250,4.34250,4.34250,0.00445,0.00445,0.00445,0.03768,0.03768,0.03768,0.00035,0.07504,3.38189,2.73712,3.67948,1.42930,0.80654,1.43892,15659000.00000,6618000.00000,4630246.00000,22497971.00000,6629445.00000,8219576.00000,66264997,25914029,18009361.00000,15849292,5540955.00000,13007361.00000,34397608.00000
917,0.49386,0.11660,0.64825,0.50381,0.82216,CMPC.SN,Empresas CMPC S.A.,SGO,Basic Materials,"Paper, Lumber & Forest Products",1500.00000,589.21654,3369.09239,CLP,USD,0.00038,0.32648,,,,,,,,,,,0.60156,3.43967,3828450000.00000,8980564000.00000,0.06161,0.03444,0.03444,0.03444,8.25527,8.25527,8.25527,0.06401,0.06401,0.06401,0.05245,0.05245,0.05245,0.05222,0.12318,0.95271,2.05723,3.09675,0.12736,0.13227,0.33499,2257152896.00000,301743247.00000,2369198643.00000,5143074000.00000,330663000.00000,2500000000.00000,7742688000,837554000,2500260521.00000,491053000,278550000.00000,318255000.00000,1087858000.00000
919,0.49346,0.00000,0.99320,0.51116,0.83908,ESGRP,Enstar Group Limited,NASDAQ,Financial Services,Insurance - Diversified,20.18000,37.99691,276.68061,USD,USD,0.00047,0.96955,,,,,,,,,,,37.99691,276.68061,4948055814.00000,5683055814.00000,0.09783,0.00000,0.00292,0.00000,7.66944,7.66944,7.66944,0.12902,0.12902,0.12902,0.05403,0.05403,0.05403,0.05142,0.03195,8.30957,54.71302,83.35147,8.52342,17.18353,22.09973,81909000.00000,84017000.00000,9857194.00000,1060810000.00000,333165000.00000,19388621.00000,1222000000,324000000,14660810.00000,576000000,78000000.00000,87000000.00000,741000000.00000
921,0.49346,0.00000,0.99320,0.51116,0.83908,ESGRO,Enstar Group Limited,NASDAQ,Financial Services,Insurance - Diversified,19.57000,37.99691,276.68061,USD,USD,0.00047,0.96955,,,,,,,,,,,37.99691,276.68061,4948055814.00000,5683055814.00000,0.09783,0.00000,0.00292,0.00000,7.66944,7.66944,7.66944,0.12902,0.12902,0.12902,0.05403,0.05403,0.05403,0.05142,0.03195,8.30957,54.71302,83.35147,8.52342,17.18353,22.09973,81909000.00000,84017000.00000,9857194.00000,1060810000.00000,333165000.00000,19388621.00000,1222000000,324000000,14660810.00000,576000000,78000000.00000,87000000.00000,741000000.00000
924,0.49337,0.01821,0.46811,0.57171,0.91816,FITBO,Fifth Third Bancorp,NASDAQ,Financial Services,Banks - Regional,20.78000,4.19902,29.74860,USD,USD,0.00511,0.76446,,,,,,,,,,,4.19902,29.74860,22548341250.00000,38029341250.00000,0.11765,0.00784,0.00784,0.00784,4.93183,4.93183,4.93183,0.03006,0.03006,0.03006,0.06705,0.06705,0.06705,-0.05100,-0.05040,9.06120,9.46465,15.90680,8.49690,4.75361,3.14295,5026000000.00000,4713000000.00000,554672897.00000,6893000000.00000,3462000000.00000,728289000.00000,10851000000,2144000000,682160985.00000,2314000000,601000000.00000,4796000000.00000,7711000000.00000
925,0.49337,0.01821,0.46811,0.57171,0.91816,FITBP,Fifth Third Bancorp,NASDAQ,Financial Services,Banks - Regional,24.15000,4.19902,29.74860,USD,USD,0.00511,0.76446,,,,,,,,,,,4.19902,29.74860,22548341250.00000,38029341250.00000,0.11765,0.00784,0.00784,0.00784,4.93183,4.93183,4.93183,0.03006,0.03006,0.03006,0.06705,0.06705,0.06705,-0.05100,-0.05040,9.06120,9.46465,15.90680,8.49690,4.75361,3.14295,5026000000.00000,4713000000.00000,554672897.00000,6893000000.00000,3462000000.00000,728289000.00000,10851000000,2144000000,682160985.00000,2314000000,601000000.00000,4796000000.00000,7711000000.00000
927,0.49337,0.01821,0.46811,0.57171,0.91816,FITBI,Fifth Third Bancorp,NASDAQ,Financial Services,Banks - Regional,25.13000,4.19902,29.74860,USD,USD,0.00511,0.76446,,,,,,,,,,,4.19902,29.74860,22548341250.00000,38029341250.00000,0.11765,0.00784,0.00784,0.00784,4.93183,4.93183,4.93183,0.03006,0.03006,0.03006,0.06705,0.06705,0.06705,-0.05100,-0.05040,9.06120,9.46465,15.90680,8.49690,4.75361,3.14295,5026000000.00000,4713000000.00000,554672897.00000,6893000000.00000,3462000000.00000,728289000.00000,10851000000,2144000000,682160985.00000,2314000000,601000000.00000,4796000000.00000,7711000000.00000
929,0.49245,0.37688,0.52966,0.43145,0.64250,GIS,"General Mills, Inc.",NYSE,Consumer Defensive,Packaged Foods,59.61000,35.80460,68.32745,USD,USD,0.02112,0.12792,,,,,,,,,,,35.80460,68.32745,32642495610.00000,46308495610.00000,0.27560,0.10480,0.10480,0.10480,14.47457,14.47457,14.47457,0.04166,0.04166,0.04166,0.03689,0.03689,0.03689,0.04637,0.05427,16.37028,26.60501,35.54886,2.73833,4.24476,6.47847,11711300000.00000,1959000000.00000,715400000.00000,15619800000.00000,2492100000.00000,587100000.00000,19644300000,3580000000,552600000.00000,2558700000,640600000.00000,0.00000,3199300000.00000
